Trip_ID,Pickup_DateTime,Drop_DateTime,Pickup_Location,Drop_Location,City,Fare_Amount,Payment_Type
T000342,2024-09-01 07:22:00,2024-09-01 07:56:00,Kempegowda Airport,IISc Campus,Bangalore,488.47,Online
T004023,2024-09-13 16:27:00,2024-09-13 17:06:00,IGI Airport,Metro Station,Delhi,446.7,Cash
T001650,2024-09-05 07:33:00,2024-09-05 08:39:00,Bandra,Beach,Mumbai,528.62,Online
T005577,2024-09-17 15:31:00,2024-09-17 16:51:00,Lajpat Nagar,Tech Park,Delhi,643.82,Online
T005208,2024-09-16 16:50:00,2024-09-16 17:05:00,HSR Layout,IISc Campus,Bangalore,288.32,Online
T000130,2024-09-01 06:30:00,2024-09-01 06:50:00,Whitefield,Victoria Hospital,Bangalore,257.08,Cash
T004636,2024-09-14 03:42:00,2024-09-14 04:41:00,Koramangala,UB City Mall,Bangalore,842.36,Online
T006474,2024-09-20 07:51:00,2024-09-20 09:14:00,Guindy,Pondy Bazaar,Chennai,505.78,Online
T003557,2024-09-12 23:55:00,2024-09-13 01:21:00,Anna Nagar,Chepauk Stadium,Chennai,635.44,Online
T000610,2024-09-02 02:35:00,2024-09-02 03:29:00,OMR,IIT Madras,Chennai,638.08,Online
T006249,2024-09-19 06:31:00,2024-09-19 07:53:00,Banashankari,ITC Gardenia,Bangalore,745.87,Online
T000910,2024-09-03 23:46:00,2024-09-04 01:08:00,Janakpuri,Tech Park,Delhi,670.0,Online
T000774,2024-09-03 08:14:00,2024-09-03 09:04:00,MG Road,Commercial Street,Bangalore,318.51,Cash
T005476,2024-09-17 05:15:00,2024-09-17 06:06:00,Noida,Metro Station,Delhi,685.58,Online
T005285,2024-09-16 18:13:00,2024-09-16 19:04:00,Adyar,Fort St George,Chennai,371.86,Online
T001435,2024-09-04 08:04:00,2024-09-04 08:16:00,Tambaram,Taj Coromandel,Chennai,343.48,Online
T004925,2024-09-15 17:02:00,2024-09-15 17:35:00,Bandra,Mall,Mumbai,626.15,Online
T004083,2024-09-13 07:03:00,2024-09-13 07:51:00,Kothrud,JW Marriott,Pune,434.76,Cash
T005805,2024-09-17 09:36:00,2024-09-17 10:01:00,Chennai Airport,Pondy Bazaar,Chennai,350.26,Online
T002173,2024-09-07 10:17:00,2024-09-07 10:30:00,Mylapore,IIT Madras,Chennai,366.15,Online
T004903,2024-09-15 17:19:00,2024-09-15 18:20:00,T Nagar,IT Corridor,Chennai,775.23,Cash
T006742,2024-09-17 08:27:00,2024-09-17 09:55:00,Electronic City,Victoria Hospital,Bangalore,-0.5,Cash
T005903,2024-09-18 14:54:00,2024-09-18 15:10:00,Kurla,Port,Mumbai,667.75,Online
T005354,2024-09-16 18:10:00,2024-09-16 19:02:00,Connaught Place,AIIMS,Delhi,238.42,Online
T002850,2024-09-09 18:56:00,2024-09-09 19:17:00,Kempegowda Airport,Lalbagh,Bangalore,191.27,Online
T004057,2024-09-13 08:29:00,2024-09-13 09:47:00,Powai,Mall,Mumbai,1067.15,Online
T004893,2024-09-15 10:33:00,2024-09-15 12:00:00,Mylapore,IIT Madras,Chennai,606.7,Online
T004180,2024-09-13 01:58:00,2024-09-13 02:10:00,Kempegowda Airport,Cubbon Park,Bangalore,129.89,Cash
T002063,2024-09-07 18:49:00,2024-09-07 19:18:00,Aundh,JW Marriott,Pune,409.31,Cash
T000575,2024-09-02 12:26:00,2024-09-02 13:12:00,Koregaon Park,Pune Station,Pune,560.76,Online
T003444,2024-09-11 21:08:00,2024-09-11 21:49:00,Porur,Fort St George,Chennai,359.28,Online
T002311,2024-09-07 18:01:00,2024-09-07 19:11:00,Guindy,Central Station,Chennai,279.13,Online
T004317,2024-09-13 16:55:00,2024-09-13 17:37:00,Deccan,COEP Campus,Pune,498.51,Online
T006715,2024-09-08 21:54:00,2024-09-08 22:24:00,Gachibowli,ITC Kakatiya,Hyderabad,-0.5,Cash
T006431,2024-09-20 18:40:00,2024-09-20 19:14:00,Baner,Pashan Lake,Pune,466.38,Cash
T005081,2024-09-15 08:47:00,2024-09-15 09:31:00,Banashankari,ITC Gardenia,Bangalore,652.27,Online
T003167,2024-09-10 16:40:00,2024-09-10 17:36:00,Lajpat Nagar,Metro Station,Delhi,626.22,Online
T000416,2024-09-01 21:42:00,2024-09-01 22:25:00,Adyar,Taj Coromandel,Chennai,787.07,Cash
T006184,2024-09-19 08:13:00,2024-09-19 09:35:00,Andheri,Hospital,Mumbai,859.36,Online
T001619,2024-09-05 16:59:00,2024-09-05 17:37:00,Hadapsar,Pashan Lake,Pune,432.04,Online
T000959,2024-09-03 02:32:00,2024-09-03 02:46:00,Baner,Rajiv Gandhi IT Park,Pune,174.8,Online
T001495,2024-09-05 10:05:00,2024-09-05 11:25:00,Indiranagar,KR Market,Bangalore,838.15,Online
T001200,2024-09-04 20:25:00,2024-09-04 21:41:00,Baner,Aga Khan Palace,Pune,913.13,Cash
T001397,2024-09-04 17:24:00,2024-09-04 18:42:00,Janakpuri,Metro Station,Delhi,839.2,Online
T003543,2024-09-12 21:20:00,2024-09-12 21:51:00,Janakpuri,Tech Park,Delhi,380.3,Cash
T001488,2024-09-05 19:03:00,2024-09-05 20:10:00,Lajpat Nagar,Chandni Chowk,Delhi,523.33,Cash
T001669,2024-09-05 08:36:00,2024-09-05 09:43:00,Karol Bagh,Metro Station,Delhi,487.01,Online
T005357,2024-09-16 20:33:00,2024-09-16 20:53:00,Connaught Place,DU Campus,Delhi,600.99,Cash
T005532,2024-09-17 11:55:00,2024-09-17 13:23:00,Rohini,Red Fort,Delhi,675.11,Cash
T005084,2024-09-15 20:22:00,2024-09-15 20:54:00,Porur,Marina Beach,Chennai,304.63,Online
T005654,2024-09-17 18:16:00,2024-09-17 19:25:00,Velachery,Chepauk Stadium,Chennai,614.67,Online
T005548,2024-09-17 14:17:00,2024-09-17 14:52:00,Banashankari,ITC Gardenia,Bangalore,740.77,Online
T003173,2024-09-10 07:11:00,2024-09-10 07:49:00,Colaba,University,Mumbai,525.65,Cash
T000939,2024-09-03 06:12:00,2024-09-03 06:37:00,HSR Layout,KR Market,Bangalore,366.51,Cash
T003428,2024-09-11 08:31:00,2024-09-11 08:51:00,Kukatpally,Apollo Hospitals,Hyderabad,355.23,Online
T004744,2024-09-15 21:40:00,2024-09-15 21:55:00,Adyar,Central Station,Chennai,438.97,Online
T006322,2024-09-19 03:35:00,2024-09-19 04:37:00,Dwarka,Red Fort,Delhi,909.37,Online
T005691,2024-09-17 09:43:00,2024-09-17 10:37:00,Begumpet,Secunderabad Station,Hyderabad,709.9,Online
T001511,2024-09-05 11:59:00,2024-09-05 13:05:00,Airport,Hospital,Mumbai,711.41,Online
T001996,2024-09-06 10:21:00,2024-09-06 11:26:00,Colaba,Station,Mumbai,806.7,Online
T002128,2024-09-07 08:42:00,2024-09-07 09:36:00,Baner,Pashan Lake,Pune,547.47,Online
T003514,2024-09-11 10:26:00,2024-09-11 11:02:00,IGI Airport,Chandni Chowk,Delhi,577.75,Online
T003548,2024-09-12 11:27:00,2024-09-12 11:48:00,Gurgaon,Red Fort,Delhi,365.17,Online
T005963,2024-09-18 19:12:00,2024-09-18 20:22:00,Dadar,Stadium,Mumbai,585.12,Online
T000241,2024-09-01 13:20:00,2024-09-01 14:38:00,Vasant Kunj,AIIMS,Delhi,875.18,Cash
T003210,2024-09-10 17:38:00,2024-09-10 18:28:00,Viman Nagar,Pashan Lake,Pune,380.93,Online
T003165,2024-09-10 08:18:00,2024-09-10 08:40:00,Airport,Beach,Mumbai,438.96,Online
T000083,2024-09-01 08:22:00,2024-09-01 08:55:00,Gurgaon,DU Campus,Delhi,509.58,Online
T003247,2024-09-10 19:29:00,2024-09-10 20:43:00,Downtown,University,Mumbai,520.9,Online
T002545,2024-09-08 10:41:00,2024-09-08 11:19:00,Velachery,Apollo Hospital,Chennai,542.72,Online
T004130,2024-09-13 10:46:00,2024-09-13 11:18:00,Aundh,Shaniwar Wada,Pune,371.87,Online
T000022,2024-09-01 08:23:00,2024-09-01 08:42:00,Secunderabad,Laad Bazaar,Hyderabad,728.04,Online
T000115,2024-09-01 12:36:00,2024-09-01 12:56:00,IGI Airport,Red Fort,Delhi,250.19,Online
T003963,2024-09-13 22:32:00,2024-09-13 23:15:00,Noida,DU Campus,Delhi,703.35,Online
T005332,2024-09-16 16:40:00,2024-09-16 17:45:00,Worli,Stadium,Mumbai,746.18,Online
T004031,2024-09-13 12:07:00,2024-09-13 12:50:00,Banjara Hills,Lumbini Park,Hyderabad,719.08,Cash
T002782,2024-09-09 18:02:00,2024-09-09 18:57:00,Begumpet,Charminar,Hyderabad,1323.99,Online
T002298,2024-09-07 21:04:00,2024-09-07 22:23:00,Anna Nagar,Chepauk Stadium,Chennai,720.96,Online
T005752,2024-09-17 13:11:00,2024-09-17 14:06:00,Worli,Hotel,Mumbai,629.69,Cash
T006248,2024-09-19 15:46:00,2024-09-19 16:39:00,Uppal,Golconda Fort,Hyderabad,504.35,Cash
T002291,2024-09-07 07:23:00,2024-09-07 08:37:00,Aundh,Phoenix Mall,Pune,704.42,Online
T004439,2024-09-14 18:51:00,2024-09-14 19:10:00,Gachibowli,Apollo Hospitals,Hyderabad,437.71,Online
T005461,2024-09-17 10:01:00,2024-09-17 11:15:00,Gachibowli,Laad Bazaar,Hyderabad,426.74,Online
T000631,2024-09-03 12:51:00,2024-09-03 13:07:00,LB Nagar,Secunderabad Station,Hyderabad,412.01,Cash
T005843,2024-09-17 17:57:00,2024-09-17 18:10:00,Porur,Apollo Hospital,Chennai,177.67,Cash
T005679,2024-09-17 16:43:00,2024-09-17 17:30:00,Downtown,Office Complex,Mumbai,566.88,Cash
T006003,2024-09-18 12:07:00,2024-09-18 12:36:00,Jayanagar,Victoria Hospital,Bangalore,335.69,Online
T002252,2024-09-07 18:17:00,2024-09-07 19:45:00,Adyar,Express Avenue,Chennai,461.83,Cash
T000268,2024-09-01 18:34:00,2024-09-01 18:57:00,Velachery,Marina Beach,Chennai,640.01,Cash
T001078,2024-09-03 15:07:00,2024-09-03 15:58:00,Worli,Stadium,Mumbai,539.32,Online
T003595,2024-09-12 19:57:00,2024-09-12 21:19:00,Uppal,Apollo Hospitals,Hyderabad,698.63,Online
T005027,2024-09-15 19:10:00,2024-09-15 20:35:00,Andheri,Stadium,Mumbai,680.44,Online
T006706,2024-09-20 10:04:00,2024-09-20 11:15:00,Aundh,Ruby Hall Clinic,Pune,-87.97812406172805,Cash
T003750,2024-09-12 10:00:00,2024-09-12 11:24:00,Dwarka,DU Campus,Delhi,649.28,Cash
T002576,2024-09-08 18:06:00,2024-09-08 18:32:00,Hadapsar,COEP Campus,Pune,428.63,Cash
T001847,2024-09-06 21:34:00,2024-09-06 22:01:00,Koregaon Park,Phoenix Mall,Pune,321.11,Online
T006579,2024-09-20 16:41:00,2024-09-20 17:28:00,Banjara Hills,ITC Kakatiya,Hyderabad,486.5,Online
T000792,2024-09-03 10:35:00,2024-09-03 11:08:00,IGI Airport,Red Fort,Delhi,645.6,Online
T006612,2024-09-20 21:41:00,2024-09-20 22:20:00,LB Nagar,ITC Kakatiya,Hyderabad,379.6,Online
T006323,2024-09-19 23:01:00,2024-09-20 00:26:00,Gurgaon,Tech Park,Delhi,802.88,Online
T001999,2024-09-06 05:24:00,2024-09-06 06:06:00,Kukatpally,Laad Bazaar,Hyderabad,302.48,Online
T005896,2024-09-18 09:21:00,2024-09-18 10:02:00,Indiranagar,Manyata Tech Park,Bangalore,515.31,Cash
T000501,2024-09-02 08:49:00,2024-09-02 09:56:00,T Nagar,Chepauk Stadium,Chennai,1371.15,Cash
T004170,2024-09-13 11:19:00,2024-09-13 12:27:00,Tambaram,Chepauk Stadium,Chennai,652.62,Cash
T000521,2024-09-02 17:56:00,2024-09-02 18:50:00,Kukatpally,Apollo Hospitals,Hyderabad,583.11,Online
T004834,2024-09-15 02:57:00,2024-09-15 03:42:00,Banashankari,Manyata Tech Park,Bangalore,308.25,Cash
T004087,2024-09-13 15:22:00,2024-09-13 15:32:00,Worli,University,Mumbai,401.91,Online
T005251,2024-09-16 06:04:00,2024-09-16 07:20:00,Vasant Kunj,Shopping Mall,Delhi,776.69,Cash
T005550,2024-09-17 12:04:00,2024-09-17 12:45:00,Vasant Kunj,AIIMS,Delhi,436.87,Online
T001031,2024-09-03 19:59:00,2024-09-03 20:12:00,FC Road,Shaniwar Wada,Pune,203.58,Cash
T004695,2024-09-14 00:15:00,2024-09-14 01:36:00,Dwarka,Tech Park,Delhi,1046.41,Online
T003738,2024-09-12 17:23:00,2024-09-12 17:46:00,Banjara Hills,Apollo Hospitals,Hyderabad,150.92,Online
T000859,2024-09-03 20:05:00,2024-09-03 21:27:00,Connaught Place,AIIMS,Delhi,594.66,Online
T004546,2024-09-14 21:08:00,2024-09-14 22:03:00,Electronic City,UB City Mall,Bangalore,606.28,Online
T001645,2024-09-05 19:41:00,2024-09-05 20:00:00,Koregaon Park,Pashan Lake,Pune,300.24,Online
T006539,2024-09-20 22:42:00,2024-09-20 23:30:00,Rajiv Gandhi Airport,Laad Bazaar,Hyderabad,346.27,Online
T005921,2024-09-18 05:08:00,2024-09-18 05:57:00,Kondapur,Charminar,Hyderabad,455.14,Cash
T004737,2024-09-15 07:01:00,2024-09-15 07:19:00,Kempegowda Airport,IISc Campus,Bangalore,445.01,Cash
T002501,2024-09-08 06:55:00,2024-09-08 07:23:00,Secunderabad,Secunderabad Station,Hyderabad,355.04,Online
T001825,2024-09-06 19:05:00,2024-09-06 19:47:00,IGI Airport,Chandni Chowk,Delhi,301.06,Online
T002986,2024-09-10 15:38:00,2024-09-10 17:01:00,Hadapsar,JW Marriott,Pune,332.93,Online
T003480,2024-09-11 03:07:00,2024-09-11 04:04:00,Jayanagar,Manyata Tech Park,Bangalore,642.24,Cash
T006144,2024-09-18 17:25:00,2024-09-18 18:20:00,Powai,Hospital,Mumbai,647.13,Online
T001945,2024-09-06 13:22:00,2024-09-06 14:05:00,Whitefield,IISc Campus,Bangalore,455.75,Online
T003638,2024-09-12 17:05:00,2024-09-12 17:33:00,HSR Layout,ITC Gardenia,Bangalore,225.56,Online
T002541,2024-09-08 08:45:00,2024-09-08 09:51:00,Baner,Aga Khan Palace,Pune,447.57,Online
T004697,2024-09-14 02:26:00,2024-09-14 03:07:00,Rajiv Gandhi Airport,Apollo Hospitals,Hyderabad,468.53,Online
T001714,2024-09-05 09:26:00,2024-09-05 10:16:00,HSR Layout,Chinnaswamy Stadium,Bangalore,752.62,Online
T003836,2024-09-12 05:16:00,2024-09-12 05:51:00,Kukatpally,ITC Kakatiya,Hyderabad,341.2,Online
T005905,2024-09-18 19:22:00,2024-09-18 20:23:00,Baner,Pashan Lake,Pune,405.13,Online
T006459,2024-09-20 09:35:00,2024-09-20 10:10:00,MG Road,IISc Campus,Bangalore,731.0,Cash
T006303,2024-09-19 13:05:00,2024-09-19 13:49:00,Wakad,JW Marriott,Pune,495.59,Online
T005782,2024-09-17 22:49:00,2024-09-17 23:11:00,Downtown,Station,Mumbai,414.98,Online
T002360,2024-09-07 19:02:00,2024-09-07 20:23:00,Karol Bagh,Lotus Temple,Delhi,1194.22,Online
T006425,2024-09-20 23:36:00,2024-09-21 00:17:00,Begumpet,University of Hyderabad,Hyderabad,181.77,Online
T000534,2024-09-02 19:35:00,2024-09-02 20:47:00,MG Road,Cubbon Park,Bangalore,332.91,Cash
T004538,2024-09-14 20:06:00,2024-09-14 21:26:00,Gurgaon,Red Fort,Delhi,2312.93,Online
T001363,2024-09-04 10:42:00,2024-09-04 11:49:00,Velachery,Fort St George,Chennai,560.74,Cash
T003006,2024-09-10 13:27:00,2024-09-10 13:46:00,Pune Airport,Rajiv Gandhi IT Park,Pune,275.44,Cash
T002219,2024-09-07 05:56:00,2024-09-07 06:49:00,Tambaram,IT Corridor,Chennai,533.28,Online
T004945,2024-09-15 16:11:00,2024-09-15 17:40:00,Andheri,Station,Mumbai,803.59,Cash
T001413,2024-09-04 10:14:00,2024-09-04 10:56:00,Secunderabad,ITC Kakatiya,Hyderabad,407.18,Online
T001522,2024-09-05 13:37:00,2024-09-05 14:01:00,Electronic City,Chinnaswamy Stadium,Bangalore,586.13,Cash
T005648,2024-09-17 18:02:00,2024-09-17 18:12:00,Guindy,Central Station,Chennai,160.3,Cash
T003539,2024-09-12 11:58:00,2024-09-12 12:55:00,Karol Bagh,Tech Park,Delhi,693.69,Online
T000999,2024-09-03 09:36:00,2024-09-03 10:55:00,Porur,Marina Beach,Chennai,496.42,Cash
T006555,2024-09-20 14:26:00,2024-09-20 14:45:00,Uppal,HITEC City,Hyderabad,340.76,Cash
T003292,2024-09-10 19:39:00,2024-09-10 20:28:00,Guindy,Pondy Bazaar,Chennai,323.3,Online
T004718,2024-09-15 20:46:00,2024-09-15 21:25:00,Jubilee Hills,Forum Mall,Hyderabad,396.02,Online
T000719,2024-09-03 17:32:00,2024-09-03 18:14:00,Dadar,Beach,Mumbai,712.74,Cash
T003252,2024-09-10 17:24:00,2024-09-10 18:29:00,Electronic City,Cubbon Park,Bangalore,529.74,Online
T006739,2024-09-13 23:16:00,2024-09-14 00:39:00,Indiranagar,IISc Campus,Bangalore,0.0,Online
T002961,2024-09-10 15:50:00,2024-09-10 16:24:00,Tambaram,Central Station,Chennai,321.68,Online
T002898,2024-09-10 08:31:00,2024-09-10 09:43:00,Airport,Mall,Mumbai,1591.38,Online
T005226,2024-09-16 13:17:00,2024-09-16 13:41:00,Baner,Ruby Hall Clinic,Pune,388.32,Online
T001928,2024-09-06 20:16:00,2024-09-06 21:09:00,Whitefield,UB City Mall,Bangalore,431.19,Cash
T004706,2024-09-15 16:54:00,2024-09-15 18:18:00,Worli,Port,Mumbai,1025.87,Cash
T003023,2024-09-10 13:41:00,2024-09-10 14:57:00,Jayanagar,Commercial Street,Bangalore,359.2,Online
T000360,2024-09-01 09:28:00,2024-09-01 10:02:00,Mylapore,Central Station,Chennai,446.81,Online
T005089,2024-09-15 17:13:00,2024-09-15 18:16:00,Janakpuri,Chandni Chowk,Delhi,815.67,Online
T000009,2024-09-01 11:35:00,2024-09-01 12:43:00,T Nagar,Fort St George,Chennai,750.87,Cash
T005421,2024-09-17 01:57:00,2024-09-17 03:00:00,Tambaram,Taj Coromandel,Chennai,773.03,Online
T003794,2024-09-12 19:42:00,2024-09-12 21:02:00,Whitefield,KR Market,Bangalore,747.94,Online
T001188,2024-09-04 21:59:00,2024-09-04 22:50:00,MG Road,Manyata Tech Park,Bangalore,835.9,Online
T005582,2024-09-17 08:27:00,2024-09-17 09:44:00,Banjara Hills,Charminar,Hyderabad,662.59,Cash
T000316,2024-09-01 08:47:00,2024-09-01 09:23:00,OMR,Pondy Bazaar,Chennai,485.72,Online
T003363,2024-09-11 06:03:00,2024-09-11 07:06:00,Noida,Red Fort,Delhi,849.75,Online
T001708,2024-09-05 21:50:00,2024-09-05 22:07:00,Kempegowda Airport,Cubbon Park,Bangalore,211.82,Online
T000375,2024-09-01 16:14:00,2024-09-01 16:27:00,Colaba,Market,Mumbai,607.65,Online
T004539,2024-09-14 07:08:00,2024-09-14 07:30:00,Worli,Beach,Mumbai,223.39,Online
T006434,2024-09-20 09:51:00,2024-09-20 11:00:00,Thane,Stadium,Mumbai,794.03,Online
T004646,2024-09-14 16:30:00,2024-09-14 17:28:00,Connaught Place,AIIMS,Delhi,738.61,Cash
T004554,2024-09-14 15:56:00,2024-09-14 16:27:00,Hadapsar,Ruby Hall Clinic,Pune,399.44,Cash
T005438,2024-09-17 20:08:00,2024-09-17 20:23:00,Airport,Market,Mumbai,291.01,Online
T000109,2024-09-01 13:47:00,2024-09-01 14:11:00,Lajpat Nagar,Metro Station,Delhi,368.2,Online
T001193,2024-09-04 20:43:00,2024-09-04 21:55:00,Powai,Station,Mumbai,901.81,Cash
T006304,2024-09-19 06:59:00,2024-09-19 07:12:00,Janakpuri,AIIMS,Delhi,612.53,Cash
T004169,2024-09-13 10:22:00,2024-09-13 10:33:00,LB Nagar,Golconda Fort,Hyderabad,250.27,Cash
T006183,2024-09-19 11:18:00,2024-09-19 11:54:00,Thane,Beach,Mumbai,263.61,Cash
T004875,2024-09-15 20:53:00,2024-09-15 21:51:00,Anna Nagar,Central Station,Chennai,544.28,Online
T002278,2024-09-07 14:12:00,2024-09-07 14:47:00,Bandra,University,Mumbai,701.48,Online
T004965,2024-09-15 19:52:00,2024-09-15 20:12:00,Vasant Kunj,Chandni Chowk,Delhi,437.76,Online
T005442,2024-09-17 09:49:00,2024-09-17 10:40:00,Rajiv Gandhi Airport,University of Hyderabad,Hyderabad,615.91,Online
T004077,2024-09-13 15:27:00,2024-09-13 16:21:00,Worli,University,Mumbai,655.57,Online
T005214,2024-09-16 16:22:00,2024-09-16 17:32:00,Karol Bagh,Red Fort,Delhi,895.8,Online
T001919,2024-09-06 12:31:00,2024-09-06 12:57:00,Velachery,Fort St George,Chennai,324.2,Online
T003949,2024-09-13 10:53:00,2024-09-13 11:29:00,Rohini,Shopping Mall,Delhi,482.08,Online
T003122,2024-09-10 08:38:00,2024-09-10 09:22:00,Indiranagar,Victoria Hospital,Bangalore,615.63,Online
T003040,2024-09-10 10:29:00,2024-09-10 11:31:00,Adyar,Apollo Hospital,Chennai,602.69,Cash
T005130,2024-09-15 13:08:00,2024-09-15 13:38:00,Pune Airport,Rajiv Gandhi IT Park,Pune,503.96,Cash
T001766,2024-09-06 09:38:00,2024-09-06 11:05:00,Vasant Kunj,Metro Station,Delhi,597.17,Online
T005399,2024-09-16 07:47:00,2024-09-16 08:13:00,Indiranagar,Lalbagh,Bangalore,610.96,Online
T001475,2024-09-04 19:29:00,2024-09-04 19:45:00,Begumpet,Lumbini Park,Hyderabad,187.57,Online
T000942,2024-09-03 07:24:00,2024-09-03 08:34:00,Chennai Airport,Apollo Hospital,Chennai,391.96,Cash
T003586,2024-09-12 11:47:00,2024-09-12 13:00:00,Banashankari,Chinnaswamy Stadium,Bangalore,437.92,Online
T000239,2024-09-01 05:58:00,2024-09-01 07:14:00,Kempegowda Airport,Chinnaswamy Stadium,Bangalore,617.11,Online
T002228,2024-09-07 16:06:00,2024-09-07 17:17:00,Karol Bagh,DU Campus,Delhi,774.01,Online
T003364,2024-09-11 15:35:00,2024-09-11 16:01:00,Pune Airport,Pune Station,Pune,262.67,Online
T003875,2024-09-12 18:48:00,2024-09-12 19:39:00,Pune Airport,Aga Khan Palace,Pune,651.52,Cash
T003848,2024-09-12 21:43:00,2024-09-12 22:05:00,Adyar,Apollo Hospital,Chennai,235.57,Cash
T000004,2024-09-01 09:39:00,2024-09-01 10:27:00,Kothrud,Phoenix Mall,Pune,357.11,Cash
T000858,2024-09-03 21:22:00,2024-09-03 21:37:00,Kukatpally,ITC Kakatiya,Hyderabad,218.73,Online
T004650,2024-09-14 09:32:00,2024-09-14 10:47:00,Tambaram,IIT Madras,Chennai,723.51,Online
T002953,2024-09-10 16:32:00,2024-09-10 17:38:00,Connaught Place,Chandni Chowk,Delhi,659.19,Cash
T005110,2024-09-15 13:49:00,2024-09-15 14:47:00,Kothrud,Shaniwar Wada,Pune,232.92,Online
T001874,2024-09-06 17:24:00,2024-09-06 17:46:00,Kempegowda Airport,KR Market,Bangalore,515.75,Cash
T000665,2024-09-03 03:55:00,2024-09-03 04:42:00,Vasant Kunj,Metro Station,Delhi,503.91,Cash
T002354,2024-09-07 19:01:00,2024-09-07 19:25:00,FC Road,COEP Campus,Pune,514.96,Online
T004696,2024-09-14 05:45:00,2024-09-14 06:36:00,Porur,IIT Madras,Chennai,611.28,Cash
T001771,2024-09-06 19:59:00,2024-09-06 21:00:00,Hadapsar,Aga Khan Palace,Pune,483.46,Online
T000838,2024-09-03 17:39:00,2024-09-03 17:49:00,Powai,Station,Mumbai,302.11,Cash
T003234,2024-09-10 13:33:00,2024-09-10 13:49:00,Secunderabad,Forum Mall,Hyderabad,173.96,Online
T001760,2024-09-06 18:37:00,2024-09-06 19:51:00,Koramangala,IISc Campus,Bangalore,389.03,Online
T006473,2024-09-20 19:22:00,2024-09-20 20:41:00,Dadar,Station,Mumbai,957.9,Online
T000847,2024-09-03 09:19:00,2024-09-03 10:05:00,Gachibowli,HITEC City,Hyderabad,459.92,Online
T004267,2024-09-13 20:05:00,2024-09-13 20:19:00,Gurgaon,India Gate,Delhi,345.82,Online
T000052,2024-09-01 16:31:00,2024-09-01 17:11:00,Adyar,Express Avenue,Chennai,318.22,Cash
T001980,2024-09-06 06:47:00,2024-09-06 07:35:00,Adyar,Pondy Bazaar,Chennai,547.72,Online
T006531,2024-09-20 08:08:00,2024-09-20 08:20:00,Anna Nagar,IT Corridor,Chennai,228.06,Cash
T004374,2024-09-14 19:11:00,2024-09-14 19:59:00,Deccan,Rajiv Gandhi IT Park,Pune,574.46,Online
T004721,2024-09-15 18:13:00,2024-09-15 18:51:00,Janakpuri,Red Fort,Delhi,355.6,Online
T003279,2024-09-10 09:49:00,2024-09-10 11:08:00,Malleshwaram,Victoria Hospital,Bangalore,1049.73,Online
T001534,2024-09-05 08:32:00,2024-09-05 08:54:00,Colaba,Hotel,Mumbai,256.73,Online
T004187,2024-09-13 17:03:00,2024-09-13 17:51:00,Anna Nagar,Central Station,Chennai,354.52,Cash
T002144,2024-09-07 09:02:00,2024-09-07 10:23:00,Aundh,Ruby Hall Clinic,Pune,517.73,Online
T002601,2024-09-08 01:23:00,2024-09-08 01:37:00,Rohini,DU Campus,Delhi,274.85,Cash
T003320,2024-09-11 14:34:00,2024-09-11 14:52:00,Gurgaon,Shopping Mall,Delhi,280.12,Online
T002896,2024-09-10 10:17:00,2024-09-10 10:40:00,Dadar,Market,Mumbai,297.7,Online
T001010,2024-09-03 20:58:00,2024-09-03 21:51:00,Karol Bagh,Tech Park,Delhi,787.2,Cash
T003865,2024-09-12 00:44:00,2024-09-12 01:19:00,Andheri,Mall,Mumbai,385.78,Cash
T002568,2024-09-08 19:59:00,2024-09-08 20:26:00,Wakad,MG Road,Pune,465.31,Online
T000921,2024-09-03 07:47:00,2024-09-03 08:05:00,T Nagar,Pondy Bazaar,Chennai,547.93,Online
T003504,2024-09-11 19:32:00,2024-09-11 20:24:00,Kothrud,Ruby Hall Clinic,Pune,601.52,Online
T002466,2024-09-08 09:06:00,2024-09-08 09:39:00,Guindy,Central Station,Chennai,555.88,Cash
T006310,2024-09-19 13:22:00,2024-09-19 14:00:00,Begumpet,Golconda Fort,Hyderabad,532.88,Online
T000590,2024-09-02 17:06:00,2024-09-02 17:49:00,Koregaon Park,Rajiv Gandhi IT Park,Pune,255.17,Online
T000314,2024-09-01 05:47:00,2024-09-01 07:14:00,Dadar,Office Complex,Mumbai,650.25,Online
T005816,2024-09-17 14:36:00,2024-09-17 15:59:00,Jubilee Hills,Lumbini Park,Hyderabad,447.51,Online
T005154,2024-09-16 00:20:00,2024-09-16 00:30:00,Rajiv Gandhi Airport,Charminar,Hyderabad,248.38,Online
T003950,2024-09-13 19:54:00,2024-09-13 21:09:00,Electronic City,Chinnaswamy Stadium,Bangalore,345.24,Online
T001028,2024-09-03 18:23:00,2024-09-03 19:40:00,Secunderabad,Golconda Fort,Hyderabad,906.3,Cash
T005861,2024-09-17 17:17:00,2024-09-17 18:09:00,Chennai Airport,IIT Madras,Chennai,316.21,Online
T002726,2024-09-09 11:37:00,2024-09-09 12:42:00,HSR Layout,ITC Gardenia,Bangalore,703.41,Cash
T003069,2024-09-10 08:35:00,2024-09-10 09:30:00,Aundh,Pune Station,Pune,601.04,Online
T003669,2024-09-12 11:25:00,2024-09-12 11:49:00,Tambaram,Marina Beach,Chennai,254.99,Cash
T006017,2024-09-18 08:39:00,2024-09-18 09:13:00,Chennai Airport,IIT Madras,Chennai,366.59,Cash
